Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Current Charges,Criminal History,Substance Abuse,Employment and Living,Personality,Criminal Attitudes,Neighbourhood,Friends and Family,Social Life,Education
1672,644,30-39,Bachelor,Male,,75000-100000,false,false,false,true,false,,rec,fairness first,Very Fair,Fair,Somewhat Unfair,Unfair,Unfair,Unfair,Very Unfair,Very Unfair,Unfair,Very Unfair
1673,790,50-59,Associate or Diploma,Male,,25000-50000,false,false,false,true,false,,rec,fairness first,Neutral,Neutral,Fair,Somewhat Fair,Very Fair,Unfair,Neutral,Very Fair,Fair,Somewhat Fair
1674,771,18-29,High School,Female,,75000-100000,false,false,false,false,true,,rec,properties first,Very Fair,Fair,Neutral,Somewhat Unfair,Very Unfair,Very Unfair,Very Unfair,Very Unfair,Unfair,Somewhat Unfair
1675,2466,18-29,Bachelor,Female,,25000-50000,false,false,true,false,false,,rec,fairness first,Very Fair,Fair,Unfair,Unfair,Very Unfair,Unfair,Somewhat Unfair,Very Unfair,Very Unfair,Very Unfair
1676,2782,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,rec,fairness first,Somewhat Fair,Fair,Somewhat Unfair,Neutral,Somewhat Unfair,Somewhat Fair,Neutral,Somewhat Fair,Somewhat Unfair,Fair
1677,2704,40-49,Bachelor,Female,,75000-100000,false,false,false,true,false,,rec,fairness first,Neutral,Fair,Unfair,Neutral,Somewhat Fair,Neutral,Neutral,Neutral,Neutral,Somewhat Fair
1678,635,40-49,Bachelor,Male,,75000-100000,false,false,false,true,false,,rec,properties first,Very Fair,Very Fair,Somewhat Fair,Somewhat Unfair,Unfair,Fair,Unfair,Somewhat Unfair,Somewhat Unfair,Unfair
1679,3036,30-39,Bachelor,Male,,<25000,false,true,false,false,false,,rec,fairness first,Fair,Neutral,Neutral,Fair,Neutral,Neutral,Somewhat Fair,Somewhat Fair,Very Fair,Neutral
1681,879,30-39,High School,Male,,25000-50000,false,false,true,false,false,,rec,fairness first,Fair,Very Fair,Unfair,Unfair,Somewhat Fair,Very Fair,Very Unfair,Very Unfair,Very Unfair,Very Unfair
1682,454,50-59,Bachelor,Male,,50000-75000,false,false,false,true,false,,rec,properties first,Very Fair,Very Fair,Fair,Somewhat Fair,Fair,Somewhat Fair,Neutral,Very Unfair,Unfair,Unfair
1683,2489,18-29,Bachelor,Male,,50000-75000,false,false,true,false,false,,rec,properties first,Very Fair,Very Fair,Very Fair,Somewhat Unfair,Very Unfair,Fair,Somewhat Fair,Fair,Somewhat Fair,Somewhat Unfair
1684,503,18-29,High School,Male,,25000-50000,false,false,false,true,false,,rec,properties first,Fair,Very Fair,Somewhat Fair,Very Unfair,Somewhat Fair,Fair,Somewhat Unfair,Unfair,Somewhat Unfair,Very Unfair
1685,2815,30-39,Bachelor,Male,,50000-75000,false,false,true,false,false,,rec,fairness first,Somewhat Fair,Somewhat Fair,Somewhat Unfair,Fair,Very Unfair,Somewhat Fair,Somewhat Fair,Very Unfair,Somewhat Unfair,Somewhat Unfair
1686,2649,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,rec,properties first,Very Unfair,Very Unfair,Somewhat Unfair,Unfair,Neutral,Unfair,Unfair,Very Unfair,Very Unfair,Very Unfair
1687,2983,18-29,Bachelor,Male,,50000-75000,false,false,false,true,false,,rec,properties first,Neutral,Somewhat Unfair,Neutral,Somewhat Fair,Somewhat Unfair,Neutral,Neutral,Somewhat Fair,Neutral,Neutral
1688,995,40-49,Bachelor,Female,,50000-75000,false,false,false,true,false,,rec,fairness first,Very Fair,Very Fair,Somewhat Fair,Somewhat Unfair,Neutral,Somewhat Fair,Unfair,Somewhat Unfair,Somewhat Unfair,Unfair
1689,454,18-29,Bachelor,Male,,50000-75000,false,false,true,false,false,,rec,fairness first,Very Fair,Very Fair,Somewhat Unfair,Very Fair,Somewhat Fair,Somewhat Fair,Very Fair,Somewhat Fair,Very Fair,Very Unfair
1690,1056,30-39,Bachelor,Female,,75000-100000,false,false,false,true,false,,rec,properties first,Very Fair,Very Fair,Fair,Fair,Somewhat Fair,Somewhat Fair,Somewhat Unfair,Neutral,Neutral,Unfair
1691,573,30-39,High School,Female,,50000-75000,false,false,false,true,false,,rec,fairness first,Somewhat Fair,Very Fair,Neutral,Somewhat Fair,Fair,Very Fair,Neutral,Somewhat Fair,Fair,Neutral
1692,1833,30-39,Bachelor,Female,,50000-75000,false,false,true,false,false,,rec,properties first,Somewhat Fair,Somewhat Unfair,Very Fair,Fair,Somewhat Fair,Neutral,Fair,Fair,Somewhat Unfair,Somewhat Fair
1693,796,30-39,Graduate,Female,,50000-75000,false,false,false,true,false,,rec,properties first,Very Fair,Fair,Unfair,Somewhat Unfair,Unfair,Neutral,Very Unfair,Unfair,Very Unfair,Very Unfair
1694,789,18-29,Bachelor,Male,,<25000,false,false,false,true,false,,rec,properties first,Somewhat Unfair,Very Fair,Very Fair,Very Unfair,Fair,Fair,Very Unfair,Somewhat Unfair,Fair,Very Unfair
1695,929,70 up,Bachelor,Male,,50000-75000,false,false,false,true,false,,rec,fairness first,Fair,Very Fair,Fair,Somewhat Fair,Somewhat Unfair,Somewhat Unfair,Somewhat Fair,Somewhat Fair,Unfair,Very Unfair
1696,624,30-39,Bachelor,Male,,<25000,false,false,true,true,false,,rec,fairness first,Fair,Fair,Somewhat Unfair,Unfair,Unfair,Neutral,Very Unfair,Very Unfair,Unfair,Somewhat Fair
1697,864,60-69,High School,Female,,25000-50000,false,false,false,true,false,,rec,fairness first,Unfair,Very Fair,Very Fair,Very Fair,Somewhat Fair,Somewhat Fair,Somewhat Unfair,Somewhat Fair,Somewhat Unfair,Unfair
1698,1987,30-39,Graduate,Male,,50000-75000,false,false,false,true,false,,rec,fairness first,Somewhat Fair,Fair,Somewhat Unfair,Fair,Somewhat Fair,Fair,Somewhat Fair,Somewhat Unfair,Somewhat Fair,Somewhat Fair
1699,3291,70 up,Bachelor,Male,,25000-50000,false,false,false,true,false,,rec,properties first,Very Fair,Very Fair,Neutral,Somewhat Fair,Fair,Fair,Unfair,Somewhat Fair,Unfair,Somewhat Unfair
1700,2698,30-39,Bachelor,Male,,>100000,false,false,false,true,false,,rec,fairness first,Somewhat Unfair,Somewhat Fair,Somewhat Unfair,Unfair,Very Unfair,Somewhat Fair,Very Unfair,Very Unfair,Somewhat Fair,Very Unfair
1701,2526,30-39,Graduate,Male,,25000-50000,false,true,false,false,false,,rec,properties first,Very Unfair,Very Unfair,Very Unfair,Very Unfair,Somewhat Unfair,Very Unfair,Very Unfair,Very Unfair,Unfair,Neutral
1702,2221,70 up,High School,Female,,<25000,false,false,false,true,false,,rec,fairness first,Very Fair,Very Fair,Neutral,Somewhat Fair,Neutral,Unfair,Fair,Very Unfair,Very Unfair,Very Unfair
1703,2946,50-59,Bachelor,Male,,75000-100000,false,false,false,true,false,,rec,properties first,Somewhat Unfair,Neutral,Neutral,Neutral,Somewhat Unfair,Somewhat Unfair,Neutral,Neutral,Somewhat Unfair,Somewhat Unfair
1704,1756,30-39,High School,Male,,25000-50000,false,false,false,true,false,,rec,properties first,Somewhat Fair,Somewhat Fair,Unfair,Very Unfair,Very Unfair,Very Unfair,Very Unfair,Very Unfair,Very Unfair,Very Unfair
1705,1808,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,rec,properties first,Somewhat Fair,Unfair,Fair,Very Fair,Very Fair,Unfair,Very Fair,Unfair,Very Fair,Very Fair
1706,971,30-39,Associate or Diploma,Male,,<25000,false,false,false,true,false,,rec,properties first,Very Unfair,Very Fair,Fair,Fair,Unfair,Somewhat Unfair,Unfair,Unfair,Neutral,Unfair
1707,1743,30-39,Bachelor,Female,,<25000,false,false,false,true,false,,rec,fairness first,Very Fair,Fair,Very Unfair,Very Unfair,Very Unfair,Unfair,Very Unfair,Very Unfair,Very Unfair,Very Unfair
1708,3172,30-39,Bachelor,Male,,50000-75000,false,true,false,false,false,,rec,fairness first,Fair,Very Fair,Very Fair,Fair,Neutral,Somewhat Fair,Unfair,Somewhat Unfair,Somewhat Fair,Somewhat Unfair
1709,1839,18-29,Bachelor,Female,,25000-50000,false,false,false,true,false,,rec,properties first,Somewhat Unfair,Very Fair,Fair,Somewhat Unfair,Unfair,Very Fair,Somewhat Unfair,Unfair,Very Unfair,Somewhat Fair
1710,771,18-29,High School,Male,,25000-50000,false,true,false,false,false,,rec,properties first,Neutral,Somewhat Fair,Somewhat Unfair,Somewhat Unfair,Unfair,Somewhat Unfair,Neutral,Unfair,Unfair,Unfair
1711,802,50-59,Bachelor,Male,,75000-100000,false,false,false,true,false,,rec,fairness first,Somewhat Fair,Very Unfair,Somewhat Unfair,Somewhat Unfair,Unfair,Somewhat Fair,Unfair,Very Unfair,Unfair,Very Unfair
1712,442,18-29,Bachelor,Male,,75000-100000,false,false,true,false,false,,rec,fairness first,Fair,Fair,Unfair,Fair,Fair,Neutral,Very Unfair,Somewhat Fair,Unfair,Fair
1713,2389,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,rec,fairness first,Very Fair,Very Fair,Fair,Somewhat Unfair,Very Fair,Very Fair,Fair,Unfair,Somewhat Unfair,Unfair
1714,2516,30-39,High School,Male,,50000-75000,false,false,true,false,false,,rec,properties first,Very Fair,Very Fair,Very Fair,Somewhat Unfair,Fair,Somewhat Fair,Very Unfair,Very Fair,Somewhat Fair,Very Unfair
1715,575,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,rec,fairness first,Somewhat Unfair,Fair,Neutral,Neutral,Fair,Somewhat Fair,Somewhat Fair,Somewhat Fair,Somewhat Fair,Unfair
1717,409,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,rec,properties first,Very Fair,Somewhat Fair,Somewhat Fair,Neutral,Fair,Somewhat Fair,Very Fair,Somewhat Fair,Very Fair,Neutral
1718,3299,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,rec,properties first,Somewhat Fair,Fair,Somewhat Fair,Somewhat Fair,Somewhat Fair,Fair,Somewhat Fair,Fair,Neutral,Somewhat Fair
1719,2766,40-49,Bachelor,Female,,75000-100000,false,false,false,true,false,,rec,fairness first,Somewhat Unfair,Somewhat Unfair,Somewhat Unfair,Somewhat Fair,Unfair,Neutral,Neutral,Neutral,Neutral,
1720,936,30-39,Graduate,Male,,>100000,false,false,false,false,true,,rec,properties first,Very Fair,Fair,Somewhat Fair,Unfair,Unfair,Unfair,Unfair,Unfair,Unfair,Very Unfair
1721,1053,18-29,High School,Male,,<25000,false,false,false,true,false,,rec,fairness first,Fair,Somewhat Fair,Very Unfair,Very Unfair,Very Unfair,Very Unfair,Very Unfair,Very Unfair,Very Unfair,Very Unfair
1722,627,30-39,Bachelor,Female,,<25000,false,false,false,true,false,,rec,properties first,Very Fair,Very Fair,Somewhat Fair,Neutral,Very Unfair,Very Fair,Somewhat Unfair,Somewhat Fair,Very Unfair,Very Unfair
1723,3297,50-59,Bachelor,Female,,25000-50000,false,false,false,true,false,,rec,fairness first,,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Somewhat Fair,Very Fair,Unfair,Very Unfair
1724,3065,18-29,High School,Male,,50000-75000,false,false,false,true,false,,rec,fairness first,Neutral,Neutral,Somewhat Unfair,Somewhat Unfair,Unfair,Somewhat Unfair,Neutral,Unfair,Unfair,Unfair
1725,1207,18-29,Bachelor,Male,,50000-75000,false,false,false,false,true,,rec,fairness first,Neutral,Neutral,Neutral,Very Fair,Fair,Somewhat Fair,Neutral,Fair,Fair,Very Fair
1726,2249,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,rec,properties first,Somewhat Fair,,Somewhat Unfair,Very Fair,Very Fair,Unfair,Very Fair,Unfair,Very Fair,Very Fair
1727,1051,30-39,Bachelor,Female,,50000-75000,false,false,false,true,true,,rec,properties first,Somewhat Fair,Very Fair,Somewhat Fair,Somewhat Fair,Fair,Very Fair,Somewhat Fair,Somewhat Fair,Somewhat Fair,Very Unfair
1728,2881,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,rec,fairness first,Very Fair,Somewhat Fair,Somewhat Fair,Somewhat Fair,Unfair,Somewhat Fair,Somewhat Unfair,Somewhat Unfair,Very Fair,Unfair
1729,1854,30-39,Bachelor,Female,,<25000,false,false,false,true,false,,rec,properties first,Somewhat Fair,Very Fair,Very Fair,Fair,Fair,Fair,Fair,Very Fair,Somewhat Fair,Fair
1730,1815,18-29,Graduate,Female,,25000-50000,false,true,false,false,false,,rec,fairness first,Fair,Very Unfair,Very Unfair,Somewhat Fair,Very Unfair,Very Unfair,Neutral,Very Unfair,Very Fair,Fair
1731,1692,60-69,Graduate,Male,,50000-75000,false,false,false,true,false,,rec,properties first,Very Fair,Very Fair,Fair,Very Fair,Somewhat Fair,Very Fair,Unfair,Unfair,Somewhat Fair,Neutral
1732,763,18-29,Bachelor,Female,,25000-50000,false,true,false,false,false,,rec,fairness first,Fair,Fair,Very Fair,,Fair,Very Fair,Somewhat Fair,Very Fair,Fair,Very Fair
1733,1238,30-39,Graduate,Male,,50000-75000,false,true,false,false,false,,rec,properties first,Very Fair,Very Fair,Somewhat Fair,Neutral,Somewhat Fair,Somewhat Unfair,Somewhat Fair,Unfair,Somewhat Fair,Somewhat Fair
1734,923,30-39,High School,Female,,25000-50000,false,false,false,true,false,,rec,properties first,Fair,Somewhat Fair,Very Unfair,Unfair,Very Unfair,Neutral,Very Unfair,Somewhat Fair,Unfair,Very Unfair
1735,1467,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,rec,properties first,Fair,Somewhat Fair,Somewhat Fair,Neutral,Somewhat Fair,Somewhat Fair,Somewhat Fair,Somewhat Fair,Fair,Fair
1736,1034,40-49,Associate or Diploma,Male,,50000-75000,false,false,false,true,false,,rec,properties first,Very Fair,Very Fair,Somewhat Fair,Somewhat Fair,Fair,Somewhat Fair,Neutral,Unfair,Very Unfair,Very Unfair
1737,1065,30-39,High School,Male,,25000-50000,false,false,false,true,false,,rec,properties first,Neutral,Somewhat Unfair,Somewhat Unfair,Somewhat Unfair,Unfair,Somewhat Unfair,Somewhat Fair,Somewhat Unfair,Somewhat Unfair,Somewhat Unfair
1738,918,30-39,Graduate,Male,,<25000,false,true,false,false,false,,rec,properties first,Fair,Fair,Somewhat Fair,Fair,Somewhat Unfair,Fair,Somewhat Fair,,Somewhat Unfair,Fair
1739,635,30-39,Graduate,Female,,25000-50000,false,false,false,true,false,,rec,properties first,Very Fair,Somewhat Unfair,Unfair,Unfair,Somewhat Fair,Somewhat Fair,Somewhat Unfair,Unfair,Somewhat Fair,Unfair
1740,1945,18-29,Bachelor,Male,,<25000,false,true,false,false,false,,rec,properties first,Neutral,Somewhat Unfair,Somewhat Unfair,Neutral,Neutral,Somewhat Unfair,Somewhat Unfair,Unfair,Neutral,Neutral
1741,2255,40-49,Bachelor,Female,,50000-75000,false,false,false,true,false,,rec,fairness first,Very Fair,Fair,Somewhat Unfair,Somewhat Unfair,Unfair,Neutral,Somewhat Unfair,Somewhat Unfair,Unfair,Very Unfair
1742,1035,30-39,Bachelor,Male,,50000-75000,false,false,true,false,false,,rec,fairness first,Somewhat Fair,Fair,Fair,Unfair,Fair,Unfair,Fair,Fair,Unfair,Fair
1743,679,18-29,Graduate,Female,,>100000,false,false,false,true,true,,rec,properties first,Very Fair,Very Fair,Very Fair,Somewhat Unfair,Somewhat Unfair,Somewhat Fair,Unfair,Very Unfair,Somewhat Fair,Somewhat Unfair
1744,3090,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,rec,fairness first,Fair,Somewhat Fair,Very Unfair,Somewhat Fair,Somewhat Unfair,Neutral,Unfair,Somewhat Unfair,Neutral,Very Fair
1745,444,30-39,Graduate,Male,,75000-100000,false,false,false,true,false,,rec,fairness first,Somewhat Unfair,Somewhat Fair,Somewhat Unfair,Neutral,Fair,Neutral,Neutral,Somewhat Unfair,Fair,Somewhat Fair
1746,1810,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,rec,properties first,Neutral,Fair,Somewhat Unfair,Somewhat Fair,Somewhat Fair,Somewhat Fair,Fair,Neutral,Fair,Fair
1747,2301,18-29,Graduate,Male,,>100000,false,true,false,false,false,,rec,fairness first,Fair,Fair,Somewhat Fair,Somewhat Fair,Somewhat Unfair,Neutral,Somewhat Unfair,Unfair,Fair,Somewhat Unfair
1748,1260,40-49,Bachelor,Female,,25000-50000,false,false,false,true,false,,rec,fairness first,Fair,Neutral,Neutral,Neutral,Somewhat Fair,Fair,Somewhat Unfair,Unfair,Unfair,Very Unfair
1749,2077,30-39,Bachelor,Female,,75000-100000,false,false,false,true,false,,rec,fairness first,Fair,Somewhat Fair,Somewhat Fair,Somewhat Fair,Very Unfair,Somewhat Fair,Somewhat Unfair,Very Unfair,Somewhat Unfair,Very Unfair
1750,1621,40-49,Graduate,Male,,<25000,false,true,false,false,false,,rec,properties first,Fair,Fair,Fair,Somewhat Fair,Somewhat Unfair,Somewhat Unfair,Unfair,Somewhat Unfair,Somewhat Unfair,Unfair
1751,688,70 up,Bachelor,Male,,25000-50000,false,false,false,true,false,,rec,properties first,Very Fair,Very Fair,Very Fair,Very Fair,Somewhat Fair,Very Fair,Very Unfair,Very Unfair,Neutral,Somewhat Unfair
1752,900,40-49,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,rec,properties first,Very Fair,Very Fair,Very Fair,Somewhat Fair,Unfair,Very Fair,Somewhat Unfair,Very Unfair,Unfair,Very Unfair
1753,479,18-29,High School,Male,,25000-50000,false,false,false,true,false,,rec,properties first,Somewhat Fair,Somewhat Fair,Very Unfair,Very Unfair,Very Unfair,Very Unfair,Very Unfair,Very Unfair,Very Unfair,Very Unfair
1754,2063,30-39,Bachelor,Male,,<25000,false,true,false,false,false,,rec,fairness first,Neutral,Somewhat Unfair,Somewhat Unfair,Fair,Somewhat Fair,Somewhat Unfair,Fair,Neutral,Fair,Somewhat Fair
1755,1162,30-39,Bachelor,Male,,<25000,false,true,false,false,false,,rec,fairness first,Somewhat Unfair,Very Unfair,Somewhat Unfair,Unfair,Somewhat Fair,Unfair,Somewhat Unfair,Unfair,Neutral,Somewhat Unfair
1756,2453,18-29,Bachelor,Male,,75000-100000,false,false,false,true,false,,rec,properties first,Very Fair,Fair,Somewhat Fair,Somewhat Fair,Unfair,Somewhat Fair,Very Unfair,Unfair,Neutral,Somewhat Unfair
1757,447,30-39,Graduate,Male,,75000-100000,false,false,false,true,false,,rec,properties first,Neutral,Somewhat Fair,Fair,Very Fair,Neutral,Somewhat Fair,Somewhat Fair,Somewhat Fair,Fair,Somewhat Fair
1758,431,18-29,Bachelor,Male,,<25000,false,false,false,false,false,white,rec,fairness first,Unfair,Somewhat Fair,Unfair,Somewhat Unfair,Somewhat Unfair,Somewhat Unfair,Neutral,Very Unfair,Somewhat Unfair,Neutral
1759,2978,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,rec,properties first,Somewhat Fair,Very Fair,Very Fair,Neutral,Fair,Somewhat Fair,Somewhat Fair,Neutral,Somewhat Unfair,Neutral
1760,1217,30-39,Bachelor,Female,,25000-50000,false,false,true,false,false,,rec,fairness first,Very Fair,Fair,Fair,Fair,Unfair,Fair,Very Fair,Fair,Somewhat Unfair,Unfair
1061,1604,40-49,High School,Female,,<25000,false,false,false,true,false,,rec,fairness first,Very Fair,Very Fair,Somewhat Fair,Neutral,Unfair,Very Unfair,Neutral,Very Unfair,Very Unfair,Very Unfair
1062,1205,40-49,Bachelor,Female,,>100000,false,false,false,true,false,,rec,properties first,Very Fair,Very Fair,Very Fair,Fair,Unfair,Somewhat Unfair,Somewhat Fair,Very Unfair,Unfair,Somewhat Unfair
1063,1112,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,rec,properties first,Very Fair,Somewhat Fair,Neutral,Very Fair,Fair,Very Fair,Neutral,Somewhat Fair,Fair,Somewhat Fair
1064,2247,50-59,Associate or Diploma,Male,,50000-75000,false,false,false,true,false,,rec,properties first,Very Fair,Very Fair,Neutral,Somewhat Fair,Unfair,Fair,Very Unfair,Somewhat Unfair,Somewhat Fair,Very Unfair
1065,3282,30-39,Bachelor,Male,,50000-75000,false,false,true,false,false,,rec,fairness first,Very Fair,Very Fair,Fair,Very Fair,Fair,Somewhat Fair,Very Fair,Very Fair,Fair,Fair
1066,1462,30-39,Bachelor,Male,,75000-100000,false,false,false,false,true,,rec,fairness first,Very Fair,Very Fair,Somewhat Fair,Somewhat Fair,Very Fair,Somewhat Fair,Unfair,Very Unfair,Neutral,Unfair
