Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Current Charges,Criminal History,Substance Abuse,Employment and Living,Personality,Criminal Attitudes,Neighbourhood,Friends and Family,Social Life,Education
1067,698,18-29,High School,Male,,>100000,false,false,true,true,false,,rec,fairness first,Somewhat Fair,Very Fair,Fair,Somewhat Unfair,Unfair,Somewhat Unfair,Very Unfair,Very Unfair,Very Unfair,Very Unfair
1068,2518,30-39,Associate or Diploma,Male,,25000-50000,false,false,false,true,false,,rec,fairness first,Very Fair,Very Fair,Somewhat Fair,Neutral,Very Fair,Fair,Fair,Very Fair,Somewhat Fair,Somewhat Unfair
1069,2001,30-39,Associate or Diploma,Female,,25000-50000,false,false,true,false,false,,rec,properties first,Neutral,Neutral,Unfair,Neutral,Very Unfair,Neutral,Unfair,Neutral,Very Unfair,Very Unfair
1070,907,30-39,Graduate,Male,,75000-100000,false,false,false,true,false,,rec,properties first,Very Fair,Very Fair,Fair,Somewhat Fair,Somewhat Fair,Very Fair,Very Unfair,Very Unfair,Unfair,Very Unfair
1071,1855,40-49,Bachelor,Male,,<25000,false,true,false,false,false,,rec,fairness first,Fair,Fair,Very Fair,Fair,Somewhat Fair,Fair,Somewhat Fair,Somewhat Fair,Fair,Neutral
1072,1027,40-49,Associate or Diploma,Male,,<25000,false,false,false,true,false,,rec,fairness first,Fair,Very Fair,Somewhat Fair,Unfair,Neutral,Somewhat Fair,Unfair,Somewhat Unfair,Very Unfair,Very Unfair
1073,755,60-69,Bachelor,Female,,25000-50000,false,false,false,true,false,,rec,fairness first,Very Fair,Very Fair,Somewhat Fair,Very Fair,Unfair,Somewhat Fair,Somewhat Fair,Very Unfair,Somewhat Unfair,Somewhat Fair
1074,1211,40-49,High School,Female,,25000-50000,false,false,false,true,false,,rec,properties first,Fair,Fair,Unfair,Somewhat Fair,Somewhat Fair,Somewhat Fair,,Unfair,Somewhat Fair,Very Unfair
1075,1699,30-39,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,rec,properties first,Very Fair,Very Fair,Fair,Fair,Somewhat Fair,Fair,Somewhat Fair,Neutral,Somewhat Fair,Somewhat Fair
1076,810,30-39,Bachelor,Female,,>100000,false,false,false,true,false,,rec,fairness first,Somewhat Fair,Somewhat Fair,Somewhat Fair,Somewhat Fair,Neutral,Neutral,Neutral,Somewhat Unfair,Neutral,Neutral
1077,3209,30-39,Associate or Diploma,Male,,50000-75000,false,false,false,false,true,,rec,fairness first,Somewhat Fair,Fair,Somewhat Fair,Neutral,Somewhat Fair,Neutral,Unfair,Unfair,Neutral,Very Unfair
1078,2524,30-39,Associate or Diploma,Female,,50000-75000,false,false,false,true,false,,rec,fairness first,Very Fair,Somewhat Unfair,Unfair,Fair,Neutral,Somewhat Fair,Fair,Neutral,Fair,Unfair
1079,1025,18-29,Bachelor,Male,,25000-50000,false,false,false,true,false,,rec,properties first,Fair,Fair,Somewhat Unfair,Somewhat Fair,Somewhat Unfair,Somewhat Fair,Somewhat Unfair,Unfair,Unfair,Unfair
1080,3090,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,rec,fairness first,Somewhat Unfair,Somewhat Unfair,Somewhat Unfair,Fair,Fair,Unfair,Neutral,Somewhat Unfair,Very Fair,Fair
1081,595,30-39,High School,Female,,25000-50000,false,false,false,true,false,,rec,properties first,Very Fair,Somewhat Fair,Somewhat Fair,Unfair,Neutral,Somewhat Fair,Neutral,Unfair,Very Unfair,Unfair
1082,1979,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,rec,properties first,Very Fair,Fair,Fair,Neutral,Somewhat Unfair,Fair,Somewhat Unfair,Somewhat Unfair,Somewhat Unfair,Unfair
1083,1073,40-49,High School,Female,,50000-75000,false,false,false,true,false,,rec,properties first,Fair,Very Fair,Fair,Fair,Fair,Fair,Very Unfair,Unfair,Somewhat Unfair,Somewhat Unfair
1084,2015,50-59,Bachelor,Female,,50000-75000,false,false,false,false,true,,rec,properties first,Neutral,Somewhat Unfair,Somewhat Fair,Somewhat Fair,Somewhat Fair,Fair,Somewhat Unfair,Somewhat Fair,Neutral,Somewhat Unfair
1085,1421,30-39,Bachelor,Female,,25000-50000,false,false,false,true,false,,rec,properties first,Neutral,Neutral,Neutral,Somewhat Fair,Somewhat Unfair,Somewhat Fair,Somewhat Fair,Somewhat Unfair,Somewhat Unfair,Somewhat Unfair
1086,908,30-39,High School,Female,,>100000,false,false,false,true,false,,rec,properties first,Very Fair,Very Fair,Somewhat Fair,Somewhat Unfair,Very Unfair,Somewhat Unfair,Very Unfair,Very Unfair,Very Unfair,Unfair
1087,981,30-39,Associate or Diploma,Male,,75000-100000,false,false,false,true,false,,rec,properties first,Fair,Very Fair,Neutral,Neutral,Neutral,Fair,Unfair,Unfair,Unfair,Unfair
1088,2742,18-29,Bachelor,Male,,50000-75000,false,false,false,true,false,,rec,fairness first,Very Fair,Fair,Somewhat Fair,Very Unfair,Somewhat Fair,Very Unfair,Very Unfair,Unfair,Very Unfair,Very Unfair
1089,765,50-59,Associate or Diploma,Female,,75000-100000,false,true,false,false,false,,rec,fairness first,Fair,Very Fair,Fair,Fair,Somewhat Fair,Fair,Fair,Somewhat Fair,Somewhat Fair,Neutral
1090,1430,40-49,Bachelor,Female,,25000-50000,false,false,false,true,false,,rec,properties first,Fair,Somewhat Fair,Somewhat Unfair,Neutral,Somewhat Fair,Neutral,Somewhat Unfair,Neutral,Somewhat Fair,Somewhat Fair
1091,2569,40-49,Bachelor,Male,,25000-50000,false,false,false,true,false,,rec,fairness first,Very Fair,Somewhat Fair,Unfair,Somewhat Fair,Very Unfair,Very Unfair,Very Unfair,Very Unfair,Very Unfair,Very Unfair
1092,2257,40-49,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,rec,properties first,Very Fair,Very Fair,Very Fair,Very Fair,Somewhat Unfair,Very Fair,Unfair,Unfair,Unfair,Neutral
1093,637,60-69,High School,Male,,50000-75000,false,false,false,true,false,,rec,properties first,Very Fair,Fair,Very Fair,Very Fair,Fair,Very Fair,Fair,Fair,Fair,Very Fair
1094,2200,40-49,High School,Male,,25000-50000,false,false,false,true,false,,rec,fairness first,Fair,Very Fair,Very Fair,Somewhat Fair,Somewhat Unfair,Somewhat Fair,Unfair,Unfair,Somewhat Unfair,Somewhat Unfair
1095,917,50-59,Associate or Diploma,Male,,>100000,false,false,false,true,false,,rec,properties first,Very Fair,Fair,Neutral,Somewhat Fair,Somewhat Fair,Fair,Neutral,Unfair,Somewhat Fair,Neutral
1096,1138,18-29,Bachelor,Male,,>100000,false,false,true,true,false,,rec,properties first,Fair,Very Fair,Somewhat Fair,Somewhat Unfair,Fair,Fair,Neutral,Somewhat Fair,Fair,Very Unfair
1097,338,30-39,Bachelor,Male,,50000-75000,false,false,true,false,false,,rec,fairness first,Very Fair,Very Fair,Fair,Neutral,Somewhat Fair,Very Fair,Very Unfair,Unfair,Somewhat Unfair,Very Unfair
1098,1066,30-39,High School,Female,,25000-50000,false,false,false,true,false,,rec,properties first,Very Fair,Very Fair,Very Fair,Fair,Somewhat Fair,Somewhat Fair,Somewhat Fair,Unfair,Very Unfair,Unfair
1099,2478,50-59,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,rec,fairness first,Very Fair,Very Fair,Fair,Neutral,Very Unfair,Somewhat Unfair,Unfair,Somewhat Unfair,Unfair,Very Unfair
1100,2413,18-29,Bachelor,Female,,25000-50000,false,true,false,false,false,,rec,fairness first,Somewhat Fair,Somewhat Unfair,Somewhat Unfair,Somewhat Fair,Somewhat Fair,Fair,Somewhat Unfair,Somewhat Fair,Neutral,Fair
1101,2415,18-29,Bachelor,Female,,>100000,false,false,false,true,false,,rec,properties first,Somewhat Fair,Somewhat Fair,Neutral,Unfair,Somewhat Unfair,Somewhat Fair,Unfair,Very Unfair,Unfair,Unfair
1102,1683,18-29,High School,Male,,<25000,false,false,false,true,false,,rec,fairness first,Very Fair,Very Fair,Very Fair,Very Fair,Somewhat Fair,Somewhat Fair,Somewhat Unfair,Unfair,Somewhat Unfair,Somewhat Unfair
1103,2674,40-49,High School,Male,,<25000,true,false,true,false,false,,rec,fairness first,Very Fair,Fair,Neutral,Fair,Fair,Very Fair,Fair,Neutral,Fair,Neutral
1104,618,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,rec,properties first,Very Fair,Fair,Somewhat Fair,Somewhat Unfair,Somewhat Unfair,Neutral,Unfair,Somewhat Unfair,Unfair,Unfair
1105,1728,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,rec,properties first,Somewhat Fair,Fair,Neutral,Fair,Fair,Very Fair,Somewhat Fair,,Fair,Fair
1106,2727,40-49,High School,Male,,<25000,false,false,false,true,false,,rec,properties first,Very Fair,Fair,Somewhat Fair,Somewhat Fair,Somewhat Fair,Somewhat Fair,Very Unfair,Unfair,Very Unfair,Very Unfair
1107,2379,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,rec,properties first,Fair,Very Fair,Somewhat Unfair,Unfair,Unfair,Somewhat Fair,Very Unfair,Very Unfair,Unfair,Unfair
1108,2141,30-39,High School,Nonbinary,,50000-75000,false,false,false,true,false,,rec,properties first,Fair,Neutral,Neutral,Unfair,Neutral,Unfair,Very Unfair,Very Unfair,Neutral,Unfair
1109,1116,50-59,Graduate,Male,,>100000,false,false,false,true,false,,rec,fairness first,Fair,Very Fair,Somewhat Fair,Somewhat Fair,Somewhat Unfair,Somewhat Unfair,Unfair,Unfair,Unfair,Somewhat Unfair
1110,2705,18-29,High School,Male,,25000-50000,false,false,true,false,false,,rec,properties first,Very Fair,Very Fair,Fair,Fair,Fair,Fair,Somewhat Unfair,Unfair,Somewhat Fair,Unfair
1111,900,18-29,Associate or Diploma,Male,,25000-50000,false,false,false,true,false,,rec,properties first,Fair,Fair,Very Unfair,Very Unfair,Very Unfair,Neutral,Very Unfair,Very Unfair,Very Unfair,Very Unfair
1112,1731,30-39,Bachelor,Female,,25000-50000,false,false,false,true,false,,rec,fairness first,Fair,Fair,Fair,Somewhat Fair,Somewhat Unfair,Fair,Unfair,Unfair,Very Unfair,Unfair
1113,1269,40-49,Graduate,Male,,75000-100000,false,false,false,true,false,,rec,fairness first,Fair,Very Fair,Somewhat Fair,Very Fair,Somewhat Fair,Somewhat Unfair,Very Unfair,Very Unfair,Very Unfair,Neutral
1114,2037,18-29,Bachelor,Female,,50000-75000,false,false,true,false,false,,rec,fairness first,Very Fair,Very Fair,Fair,Somewhat Fair,Unfair,Unfair,Neutral,Very Unfair,Somewhat Unfair,Unfair
1115,2704,18-29,High School,Male,,25000-50000,false,false,false,true,false,,rec,fairness first,Unfair,Unfair,Unfair,Unfair,Unfair,Unfair,Unfair,Unfair,Very Unfair,Unfair
1116,1156,18-29,Graduate,Female,,25000-50000,false,false,true,false,false,,rec,fairness first,Somewhat Fair,Somewhat Fair,Unfair,Somewhat Fair,Unfair,Very Unfair,Somewhat Fair,Somewhat Unfair,Fair,Somewhat Fair
1117,2080,18-29,Graduate,Male,,75000-100000,false,true,false,false,false,,rec,fairness first,Very Fair,Neutral,Fair,Somewhat Unfair,Fair,Somewhat Fair,Neutral,Somewhat Fair,Very Fair,Neutral
1118,2011,60-69,Bachelor,Female,,25000-50000,false,false,false,true,false,,rec,properties first,Very Fair,Very Fair,Very Fair,Somewhat Fair,Somewhat Fair,Fair,Very Fair,Very Fair,Very Fair,Somewhat Unfair
1119,810,18-29,Bachelor,Female,,50000-75000,false,false,true,false,false,,rec,properties first,Very Fair,Very Fair,Somewhat Fair,Somewhat Fair,Very Unfair,Very Fair,Very Unfair,Very Unfair,Very Unfair,Very Unfair
1120,825,18-29,High School,Male,,<25000,false,false,false,false,true,,rec,fairness first,Very Fair,Very Fair,Fair,Unfair,Somewhat Fair,Fair,Unfair,Unfair,Very Unfair,Unfair
1121,1758,18-29,Bachelor,Male,,50000-75000,false,true,false,false,false,,rec,fairness first,Neutral,Fair,Somewhat Unfair,Somewhat Fair,Somewhat Fair,Somewhat Fair,Somewhat Fair,Unfair,Somewhat Unfair,Somewhat Fair
1122,2134,40-49,Graduate,,,50000-75000,false,true,false,false,false,,rec,properties first,Fair,Fair,Somewhat Fair,Neutral,Unfair,Neutral,Very Unfair,Very Unfair,Very Unfair,Very Unfair
1123,481,50-59,High School,Female,,50000-75000,false,false,false,true,false,,rec,fairness first,Fair,Very Fair,Somewhat Unfair,Somewhat Fair,Fair,Fair,Unfair,Very Unfair,Unfair,Unfair
1124,506,18-29,Bachelor,Male,,25000-50000,false,false,false,true,false,,rec,fairness first,Fair,Very Fair,Somewhat Unfair,Unfair,Somewhat Unfair,Neutral,Very Unfair,Very Unfair,Very Unfair,Very Unfair
1125,943,18-29,Bachelor,Male,,>100000,false,false,false,true,false,,rec,fairness first,Very Fair,Very Fair,Fair,Somewhat Fair,Neutral,Very Fair,Somewhat Fair,Fair,Somewhat Fair,Somewhat Fair
1126,545,30-39,High School,Female,,<25000,false,false,false,true,false,,rec,fairness first,Neutral,Somewhat Fair,Unfair,Very Fair,Unfair,Fair,Somewhat Fair,Somewhat Fair,Somewhat Unfair,Somewhat Fair
1127,1944,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,rec,fairness first,Very Fair,Fair,Fair,Somewhat Fair,Fair,Neutral,Neutral,Unfair,Unfair,Neutral
1128,2917,30-39,Graduate,Male,,25000-50000,false,false,false,true,false,,rec,fairness first,Somewhat Fair,Fair,Unfair,Neutral,Neutral,Unfair,Fair,Neutral,Somewhat Fair,Neutral
1129,1827,40-49,Graduate,Male,,50000-75000,false,false,false,true,false,,rec,properties first,Fair,Very Fair,Very Fair,Fair,Fair,Fair,Neutral,Very Fair,Somewhat Fair,Somewhat Unfair
1130,730,18-29,Bachelor,Female,,25000-50000,false,true,false,false,false,,rec,fairness first,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair,Fair
1131,1828,30-39,Bachelor,Female,,25000-50000,false,true,false,false,false,,rec,fairness first,Somewhat Fair,Very Unfair,Very Unfair,Somewhat Fair,Very Fair,Unfair,Somewhat Unfair,Somewhat Unfair,Fair,Fair
1132,3053,18-29,High School,Male,,>100000,false,false,false,true,false,,rec,fairness first,Fair,Fair,Neutral,Unfair,Fair,Neutral,Unfair,Unfair,Unfair,Unfair
1133,2702,30-39,Associate or Diploma,Female,,50000-75000,false,false,true,false,false,,rec,fairness first,Very Fair,Neutral,Very Unfair,Very Unfair,Very Unfair,Neutral,Very Unfair,Very Unfair,Very Unfair,Very Unfair
1134,947,30-39,High School,Male,,50000-75000,false,false,false,true,false,,rec,fairness first,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair,Very Fair
1135,2686,18-29,Bachelor,Male,,75000-100000,false,false,true,true,false,mixed,rec,fairness first,Very Fair,Very Fair,Very Unfair,Very Fair,Very Unfair,Neutral,Very Unfair,Very Unfair,Very Unfair,Very Fair
1136,2287,18-29,Bachelor,Male,,25000-50000,false,false,false,true,false,,rec,properties first,Very Fair,Very Fair,Somewhat Fair,Unfair,Somewhat Fair,Somewhat Fair,Neutral,Unfair,Very Unfair,Unfair
1137,2486,18-29,Bachelor,Male,,50000-75000,false,false,false,true,false,,rec,fairness first,Somewhat Fair,Somewhat Fair,Neutral,Unfair,Somewhat Fair,Very Unfair,Very Fair,Fair,Very Fair,Very Fair
1138,1337,50-59,Bachelor,Male,,<25000,false,true,false,false,false,,rec,properties first,Very Fair,Very Fair,Very Fair,Fair,Neutral,Fair,Fair,Unfair,Fair,Unfair
1139,803,30-39,Bachelor,Male,,25000-50000,false,false,false,true,false,,rec,fairness first,Very Fair,Fair,Fair,Somewhat Fair,Somewhat Fair,Somewhat Fair,Somewhat Unfair,Unfair,Very Unfair,Somewhat Fair
1140,2989,18-29,High School,Male,,75000-100000,false,false,true,false,false,,rec,properties first,Somewhat Fair,Very Fair,Fair,Unfair,Very Unfair,Very Unfair,Unfair,Somewhat Fair,Somewhat Unfair,Somewhat Unfair
1141,1656,30-39,Graduate,Female,,25000-50000,false,false,false,true,false,,rec,properties first,Fair,Very Fair,Very Fair,Somewhat Fair,Fair,Fair,Very Fair,Fair,Very Fair,Somewhat Fair
1142,818,18-29,Associate or Diploma,Male,,<25000,false,true,false,false,false,,rec,fairness first,Neutral,Fair,Somewhat Fair,Fair,Somewhat Unfair,Somewhat Fair,Somewhat Unfair,Unfair,Fair,Somewhat Unfair
1143,2272,18-29,Associate or Diploma,Female,,50000-75000,false,false,false,true,false,,rec,properties first,Fair,Somewhat Fair,Neutral,Somewhat Fair,Very Unfair,Fair,Unfair,Very Unfair,Somewhat Unfair,Very Unfair
1144,3487,18-29,Associate or Diploma,Female,,50000-75000,false,false,false,true,false,,rec,properties first,Somewhat Unfair,Somewhat Fair,Somewhat Unfair,Somewhat Unfair,Somewhat Unfair,Somewhat Unfair,Somewhat Unfair,Somewhat Unfair,Somewhat Unfair,Neutral
1145,452,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,rec,properties first,Somewhat Unfair,Somewhat Fair,Unfair,Somewhat Fair,Somewhat Fair,Somewhat Unfair,Somewhat Fair,Fair,Neutral,Somewhat Fair
1146,1698,50-59,Associate or Diploma,Female,,50000-75000,false,false,false,true,false,,rec,properties first,Very Fair,Very Fair,Very Fair,Very Fair,Somewhat Unfair,Very Fair,Very Fair,Very Unfair,Somewhat Unfair,Fair
1147,692,40-49,High School,Female,,25000-50000,false,false,false,true,false,,rec,fairness first,Very Fair,Very Fair,Unfair,Fair,Very Unfair,Somewhat Unfair,Very Unfair,Unfair,Very Unfair,Very Unfair
1148,1633,18-29,Associate or Diploma,Female,,<25000,false,false,false,true,false,,rec,properties first,Very Fair,Fair,Somewhat Unfair,Fair,Fair,Very Fair,Unfair,Unfair,Somewhat Fair,Very Unfair
1149,1802,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,rec,fairness first,Fair,Neutral,Somewhat Fair,Fair,,Somewhat Fair,Neutral,Neutral,Somewhat Fair,Somewhat Fair
1150,593,40-49,Graduate,Female,,75000-100000,false,false,false,true,false,,rec,fairness first,Somewhat Fair,Fair,Unfair,Very Fair,Unfair,Unfair,Unfair,Somewhat Unfair,Unfair,Unfair
1151,619,50-59,Associate or Diploma,Male,,25000-50000,false,false,false,true,false,,rec,fairness first,Fair,Fair,Somewhat Fair,Somewhat Fair,Neutral,Somewhat Fair,Somewhat Fair,Somewhat Unfair,Neutral,Somewhat Fair
1152,2814,18-29,Bachelor,Male,,25000-50000,false,false,true,false,false,,rec,fairness first,Very Fair,Fair,Fair,Neutral,Somewhat Fair,Very Fair,Neutral,Neutral,Somewhat Unfair,Neutral
1153,1818,30-39,Associate or Diploma,Female,,50000-75000,false,false,false,true,false,,rec,fairness first,Very Fair,Fair,Unfair,Unfair,Very Unfair,Unfair,Unfair,Very Unfair,Very Unfair,Unfair
1154,586,30-39,High School,Male,,75000-100000,false,false,false,true,false,,rec,properties first,Very Fair,Fair,Somewhat Fair,Somewhat Unfair,Somewhat Unfair,Neutral,Somewhat Unfair,Neutral,Unfair,Somewhat Unfair
1155,2116,30-39,Graduate,Male,,25000-50000,false,false,false,true,false,,rec,fairness first,Fair,Very Fair,Somewhat Unfair,Fair,Fair,Fair,Unfair,Unfair,Somewhat Unfair,Unfair
1156,720,50-59,Bachelor,Male,,50000-75000,false,false,false,true,false,,rec,properties first,Very Fair,Very Fair,Fair,Very Fair,Somewhat Fair,Fair,Unfair,Somewhat Fair,Somewhat Fair,Somewhat Unfair
1157,2277,40-49,High School,Male,,50000-75000,false,false,false,true,false,,rec,properties first,Very Fair,Somewhat Fair,Unfair,Somewhat Fair,Somewhat Unfair,Fair,Somewhat Fair,Very Unfair,Neutral,Very Unfair
1158,1663,30-39,Graduate,Male,,>100000,false,false,false,true,false,,rec,fairness first,Very Fair,Very Fair,Fair,Very Fair,Very Fair,Very Fair,Fair,Very Fair,Somewhat Fair,Unfair
1159,2356,18-29,Bachelor,Male,,75000-100000,false,false,false,true,false,,rec,properties first,Somewhat Fair,Neutral,Somewhat Fair,Very Fair,Neutral,Somewhat Fair,Very Fair,Fair,Neutral,Fair
1160,771,60-69,Associate or Diploma,Female,,<25000,false,false,false,true,false,,rec,properties first,Very Fair,Fair,Somewhat Fair,Fair,Somewhat Unfair,Fair,Somewhat Unfair,Unfair,Neutral,Somewhat Unfair
