Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Child Demographics,Child Demographics Reliability,Child Demographics Relevance,Child Demographics Privacy,Child Demographics Volitionality,Child Demographics Causes Outcome,Child Demographics Causes Cycle,Child Demographics Causes Disparity,Child Demographics Caused by Group,Child CPS,Child CPS Reliability,Child CPS Relevance,Child CPS Privacy,Child CPS Volitionality,Child CPS Causes Outcome,Child CPS Causes Cycle,Child CPS Causes Disparity,Child CPS Caused by Group,Child Justice,Child Justice Reliability,Child Justice Relevance,Child Justice Privacy,Child Justice Volitionality,Child Justice Causes Outcome,Child Justice Causes Cycle,Child Justice Causes Disparity,Child Justice Caused by Group,Child Welfare,Child Welfare Reliability,Child Welfare Relevance,Child Welfare Privacy,Child Welfare Volitionality,Child Welfare Causes Outcome,Child Welfare Causes Cycle,Child Welfare Causes Disparity,Child Welfare Caused by Group,Parent Demographics,Parent Demographics Reliability,Parent Demographics Relevance,Parent Demographics Privacy,Parent Demographics Volitionality,Parent Demographics Causes Outcome,Parent Demographics Causes Cycle,Parent Demographics Causes Disparity,Parent Demographics Caused by Group,Parent Welfare,Parent Welfare Reliability,Parent Welfare Relevance,Parent Welfare Privacy,Parent Welfare Volitionality,Parent Welfare Causes Outcome,Parent Welfare Causes Cycle,Parent Welfare Causes Disparity,Parent Welfare Caused by Group,Perp Demographics,Perp Demographics Reliability,Perp Demographics Relevance,Perp Demographics Privacy,Perp Demographics Volitionality,Perp Demographics Causes Outcome,Perp Demographics Causes Cycle,Perp Demographics Causes Disparity,Perp Demographics Caused by Group,Perp Welfare,Perp Welfare Reliability,Perp Welfare Relevance,Perp Welfare Privacy,Perp Welfare Volitionality,Perp Welfare Causes Outcome,Perp Welfare Causes Cycle,Perp Welfare Causes Disparity,Perp Welfare Caused by Group,All CPS,All CPS Reliability,All CPS Relevance,All CPS Privacy,All CPS Volitionality,All CPS Causes Outcome,All CPS Causes Cycle,All CPS Causes Disparity,All CPS Caused by Group,All Health,All Health Reliability,All Health Relevance,All Health Privacy,All Health Volitionality,All Health Causes Outcome,All Health Causes Cycle,All Health Causes Disparity,All Health Caused by Group
735,728,30-39,Bachelor,Male,,75000-100000,false,true,false,false,false,,cps,fairness first,Fair,Agree,Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Very Fair,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Neutral,Neutral,Neutral,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Very Fair,Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Very Fair,Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Very Fair,Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Agree,Neutral,Neutral,Neutral,Very Fair,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Neutral,Neutral,Neutral,Very Fair,Agree,Strongly Agree,Agree,Somewhat Disagree,Agree,Neutral,Neutral,Neutral,Very Fair,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Very Fair,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Somewhat Disagree,Neutral,Neutral
740,722,30-39,High School,Male,,25000-50000,true,false,false,false,false,,cps,fairness first,Unfair,Agree,Neutral,Somewhat Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Somewhat Fair,Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Somewhat Fair,Agree,Agree,Somewhat Agree,Somewhat Disagree,Agree,Strongly Agree,Agree,Agree,Unfair,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Disagree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Unfair,Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Unfair,Agree,Agree,Somewhat Disagree,Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,Unfair,Agree,Agree,Disagree,Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Agree,Agree,Somewhat Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Somewhat Fair,Somewhat Agree,Strongly Agree,Somewhat Disagree,Disagree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Fair,Somewhat Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree
743,1174,30-39,Associate or Diploma,Female,,25000-50000,false,true,false,false,false,,cps,fairness first,Somewhat Fair,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Fair,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Fair,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Fair,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Fair,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Fair,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Fair,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
745,1693,60-69,High School,Female,,25000-50000,false,false,true,false,false,,cps,properties first,Unfair,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Neutral,Somewhat Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Fair,Neutral,Somewhat Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Fair,Neutral,Somewhat Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Very Unfair,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Agree,Strongly Agree,Somewhat Agree,Somewhat Fair,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Neutral,Somewhat Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Very Fair,Neutral,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Fair,Neutral,Somewhat Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Fair,Neutral,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
747,2966,60-69,Graduate,Female,,<25000,false,true,false,false,false,,cps,fairness first,Very Fair,Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Very Fair,Strongly Agree,Agree,Agree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Very Fair,Strongly Agree,Agree,Disagree,Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Fair,Agree,Agree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Unfair,Strongly Agree,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Agree,Agree,Agree,Somewhat Disagree,Somewhat Unfair,Agree,Agree,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Unfair,Strongly Agree,Somewhat Disagree,Somewhat Agree,Disagree,Somewhat Disagree,Agree,Agree,Disagree,Unfair,Strongly Agree,Agree,Somewhat Disagree,Disagree,Somewhat Agree,Disagree,Disagree,Disagree,Unfair,Strongly Disagree,Disagree,Strongly Agree,Disagree,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Disagree
749,1274,40-49,Bachelor,Male,,<25000,false,true,false,false,false,,cps,fairness first,Somewhat Fair,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree
750,475,30-39,Bachelor,Male,,<25000,false,true,false,false,false,,cps,properties first,Somewhat Unfair,Neutral,Somewhat Agree,Agree,Disagree,Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Fair,Strongly Agree,Agree,Neutral,,Disagree,Somewhat Agree,Disagree,Somewhat Agree,Fair,Agree,Somewhat Agree,Neutral,Agree,Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Fair,Strongly Agree,Agree,Disagree,Agree,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Agree,Very Fair,Somewhat Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Very Fair,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Disagree,Agree,Neutral,Somewhat Agree,Somewhat Fair,Agree,Strongly Agree,Neutral,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Fair,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,,Somewhat Agree,Somewhat Disagree,Somewhat Agree
753,1937,40-49,High School,Male,,<25000,false,true,false,false,false,,cps,properties first,Somewhat Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Somewhat Agree,Agree,Neutral,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Agree,Fair,Strongly Agree,Somewhat Agree,Agree,Agree,Neutral,Disagree,Somewhat Agree,Agree,Fair,Somewhat Agree,Neutral,Agree,Somewhat Disagree,Strongly Disagree,Neutral,Somewhat Agree,Agree,Somewhat Fair,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Fair,Agree,Somewhat Agree,Neutral,Agree,Disagree,Disagree,Neutral,Neutral
756,1247,50-59,Graduate,Male,,<25000,false,true,false,false,false,,cps,fairness first,Fair,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Fair,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Fair,Agree,Somewhat Agree,Neutral,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Fair,Agree,Agree,Agree,Somewhat Agree,Agree,Neutral,Neutral,,Somewhat Fair,Agree,Somewhat Agree,Neutral,Agree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Fair,Neutral,Somewhat Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Fair,Agree,Strongly Agree,Neutral,Somewhat Agree,Agree,Neutral,Neutral,Neutral,Somewhat Fair,Somewhat Agree,Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral
759,389,30-39,Bachelor,Male,,25000-50000,false,false,false,false,true,,cps,fairness first,Somewhat Unfair,Somewhat Disagree,Disagree,Neutral,Neutral,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Unfair,Strongly Agree,Agree,Neutral,Somewhat Agree,Agree,Neutral,Neutral,Neutral,Somewhat Fair,Disagree,Neutral,Somewhat Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Neutral,Disagree,Somewhat Unfair,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Neutral,Somewhat Disagree,Neutral,Strongly Disagree,Somewhat Fair,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Agree,Somewhat Disagree,Strongly Disagree,Somewhat Fair,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Unfair,Strongly Disagree,Somewhat Disagree,Disagree,Neutral,Strongly Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Agree,Fair,Neutral,Somewhat Disagree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Disagree
761,827,40-49,Bachelor,Male,,75000-100000,false,true,false,false,false,White,cps,properties first,Somewhat Unfair,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Neutral,Agree,Fair,Agree,Agree,Agree,Disagree,Neutral,Agree,Neutral,Somewhat Disagree,Fair,Agree,Agree,Somewhat Disagree,Disagree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Very Fair,Agree,Agree,Neutral,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Strongly Agree,Agree,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Unfair,Agree,Agree,Somewhat Disagree,Neutral,Agree,Strongly Agree,Neutral,Neutral,Fair,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Somewhat Disagree,Somewhat Disagree,Fair,Strongly Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Agree,Somewhat Agree,Somewhat Disagree,Very Fair,Strongly Agree,Strongly Agree,Somewhat Disagree,Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree
762,1894,40-49,Graduate,Male,,25000-50000,false,true,false,false,false,,cps,fairness first,Somewhat Fair,Somewhat Agree,Agree,Agree,Somewhat Disagree,Somewhat Agree,Agree,Strongly Agree,Agree,Fair,Somewhat Agree,Agree,Somewhat Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Somewhat Disagree,Strongly Agree,Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Fair,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Fair,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Fair,Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Very Fair,Somewhat Disagree,Strongly Agree,Disagree,Somewhat Disagree,Somewhat Agree,Agree,Agree,Somewhat Agree,Very Fair,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Agree,Fair,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Fair,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral
763,499,40-49,Bachelor,Male,,25000-50000,false,true,false,false,false,,cps,fairness first,Very Fair,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Agree,Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Agree,Strongly Agree,Neutral,Somewhat Agree,Neutral,Neutral,Agree,Agree,Fair,Agree,Strongly Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Fair,Agree,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Agree,Agree,Somewhat Fair,Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Unfair,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Unfair,Somewhat Agree,Strongly Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Somewhat Unfair,Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Unfair,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Agree,Somewhat Agree
764,1580,40-49,Graduate,Male,,25000-50000,false,true,false,false,false,,cps,properties first,Somewhat Fair,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Somewhat Fair,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Somewhat Fair,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Somewhat Fair,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Somewhat Fair,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Somewhat Fair,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Somewhat Fair,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Somewhat Fair,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Somewhat Fair,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Somewhat Agree,Somewhat Fair,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree
765,2564,50-59,Bachelor,Female,,<25000,false,true,false,false,false,,cps,properties first,Fair,Somewhat Agree,Somewhat Agree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Fair,Agree,Agree,Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Fair,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Fair,Agree,Somewhat Agree,Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Fair,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Disagree,Somewhat Agree,Fair,Agree,Neutral,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Very Fair,Neutral,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Agree,Very Fair,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Disagree,Somewhat Disagree,Agree,Fair,Agree,Agree,Agree,Disagree,Disagree,Somewhat Disagree,Neutral,Disagree,Fair,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree
766,427,30-39,Bachelor,Male,,25000-50000,false,true,false,false,false,,cps,fairness first,Somewhat Fair,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Unfair,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Fair,Agree,Agree,Neutral,Agree,Somewhat Agree,Agree,Agree,Agree,,Agree,Agree,Somewhat Disagree,Agree,Agree,Agree,Agree,Agree,Somewhat Fair,Agree,Agree,Agree,Agree,,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree
769,1109,30-39,Bachelor,Male,,<25000,false,true,false,false,false,,cps,fairness first,Unfair,Agree,Agree,Neutral,Agree,Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Fair,Agree,Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Unfair,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Disagree,Somewhat Agree,Strongly Agree,Neutral,Fair,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Disagree,Disagree,Very Unfair,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Fair,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Very Fair,Agree,Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Very Fair,Agree,Agree,Somewhat Agree,Neutral,Agree,Neutral,Strongly Disagree,Strongly Disagree
771,988,30-39,Graduate,Female,,<25000,false,true,false,false,false,,cps,properties first,Fair,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Fair,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Fair,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Fair,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Fair,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Fair,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Fair,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Fair,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Fair,Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Neutral
773,1209,50-59,Graduate,Male,,25000-50000,false,true,false,false,false,,cps,properties first,Fair,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Fair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Fair,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Agree,Fair,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Fair,Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Fair,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Fair,Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Fair,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Very Fair,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Fair,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree
777,578,50-59,Bachelor,Female,,25000-50000,false,true,false,false,false,,cps,fairness first,Very Fair,Agree,Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Fair,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Very Fair,Somewhat Agree,Strongly Agree,Somewhat Agree,,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Unfair,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Somewhat Disagree,Disagree,Somewhat Agree,Somewhat Agree,Very Fair,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Unfair,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Disagree,Somewhat Disagree,Disagree,Very Fair,Disagree,Disagree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Fair,Somewhat Agree,Agree,Somewhat Disagree,Agree,Somewhat Disagree,Disagree,Agree,Somewhat Disagree
