Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Age,Age Reliability,Age Accuracy,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender,Gender Reliability,Gender Accuracy,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Marital and Family,Marital and Family Reliability,Marital and Family Accuracy,Marital and Family Privacy,Marital and Family Volitionality,Marital and Family Causes Outcome,Marital and Family Causes Cycle,Marital and Family Causes Disparity,Marital and Family Caused by Group,Employment,Employment Reliability,Employment Accuracy,Employment Privacy,Employment Volitionality,Employment Causes Outcome,Employment Causes Cycle,Employment Causes Disparity,Employment Caused by Group,Credit,Credit Reliability,Credit Accuracy,Credit Privacy,Credit Volitionality,Credit Causes Outcome,Credit Causes Cycle,Credit Causes Disparity,Credit Caused by Group,Education,Education Reliability,Education Accuracy,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Residence,Residence Reliability,Residence Accuracy,Residence Privacy,Residence Volitionality,Residence Causes Outcome,Residence Causes Cycle,Residence Causes Disparity,Residence Caused by Group,History of Health,History of Health Reliability,History of Health Accuracy,History of Health Privacy,History of Health Volitionality,History of Health Causes Outcome,History of Health Causes Cycle,History of Health Causes Disparity,History of Health Caused by Group
2198,428,50-59,High School,Female,,25000-50000,false,false,false,true,false,,ins,properties first,Unfair,Somewhat Agree,Agree,Neutral,Disagree,Strongly Agree,Neutral,Disagree,Disagree,Unfair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Disagree,Strongly Disagree,,Unfair,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Disagree,Disagree,Disagree,Disagree,Unfair,Agree,Strongly Agree,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Very Unfair,Somewhat Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Unfair,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Somewhat Unfair,Somewhat Agree,Agree,Agree,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Very Unfair,Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral
2199,1393,40-49,Bachelor,Male,,50000-75000,false,false,false,true,false,,ins,properties first,Fair,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Fair,Agree,Neutral,Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,Somewhat Agree,Neutral,Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Fair,Somewhat Agree,Somewhat Agree,Agree,Neutral,Agree,Strongly Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Fair,Somewhat Agree,Somewhat Agree,Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Agree,Strongly Agree,Fair,Neutral,Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Neutral,Somewhat Agree
2200,772,30-39,Bachelor,Male,,<25000,false,true,false,false,false,,ins,properties first,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Fair,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Agree,Somewhat Fair,Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Disagree,Somewhat Disagree,Neutral,Fair,Agree,Strongly Agree,Neutral,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Somewhat Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Unfair,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree
2201,377,18-29,High School,,na,75000-100000,false,false,false,true,false,,ins,fairness first,Somewhat Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Fair,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Fair,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Unfair,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
2202,1220,30-39,Associate or Diploma,Female,,25000-50000,false,false,false,true,false,,ins,properties first,Unfair,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Disagree,Neutral,Somewhat Disagree,,Neutral,Strongly Agree,Very Unfair,Strongly Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Strongly Agree,Somewhat Agree,Somewhat Fair,Strongly Agree,Somewhat Agree,Neutral,Strongly Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Neutral,Neutral,Agree,Somewhat Agree,Very Unfair,Disagree,Strongly Disagree,Strongly Agree,Neutral,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Very Unfair,Agree,Neutral,Strongly Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Very Unfair,Strongly Disagree,Neutral,Strongly Agree,Neutral,Somewhat Disagree,Strongly Agree,Neutral,Strongly Agree
2203,3556,30-39,Graduate,Male,,25000-50000,false,false,false,true,false,,ins,properties first,Very Fair,Strongly Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Very Fair,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Fair,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Fair,Somewhat Agree,Agree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Fair,Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Very Fair,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Very Fair,Somewhat Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Fair,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree
2204,1344,40-49,Graduate,Male,,50000-75000,false,false,false,true,false,,ins,properties first,Neutral,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Fair,Strongly Agree,Agree,Neutral,Somewhat Agree,Disagree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Agree,Strongly Agree,Neutral,Agree,Disagree,Somewhat Disagree,Neutral,Agree,Very Fair,Agree,Somewhat Agree,Neutral,Strongly Agree,Agree,Disagree,Neutral,Neutral,Fair,Agree,Somewhat Agree,Neutral,Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Fair,Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Fair,Agree,Somewhat Agree,Neutral,Disagree,Somewhat Disagree,Neutral,Neutral,Agree,Neutral,Agree,Somewhat Agree,Neutral,Strongly Agree,Disagree,Neutral,Somewhat Agree,Neutral
2205,1525,18-29,Bachelor,Male,,<25000,false,true,false,false,false,,ins,properties first,Fair,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Disagree,Strongly Disagree,Agree,Fair,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Agree,Very Fair,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Disagree,Somewhat Agree,Fair,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Neutral,Strongly Disagree,Agree,Very Fair,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Very Fair,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Very Fair,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Disagree,Agree,Very Fair,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Disagree,Strongly Disagree,Agree
2206,327,30-39,Bachelor,Male,,<25000,false,true,false,false,false,,ins,fairness first,Somewhat Fair,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Fair,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Fair,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Fair,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree
2207,1661,30-39,Graduate,Male,,25000-50000,false,false,false,true,false,,ins,fairness first,Neutral,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Neutral,,,,,,,,,Neutral,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Fair,Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree
2208,1729,30-39,High School,Male,,25000-50000,false,false,false,true,false,,ins,fairness first,Neutral,Agree,Neutral,Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Unfair,Somewhat Agree,Disagree,Neutral,Disagree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Very Unfair,Somewhat Agree,Disagree,Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Fair,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Disagree,Disagree,Somewhat Disagree,Somewhat Unfair,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Disagree,Unfair,Disagree,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Somewhat Agree,Somewhat Unfair,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Strongly Agree,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree
2209,2530,30-39,Bachelor,Female,,50000-75000,false,false,false,true,false,,ins,fairness first,Somewhat Fair,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Fair,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Fair,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Fair,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Fair,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Agree,Somewhat Agree,Agree,Somewhat Agree,Fair,Somewhat Agree,Neutral,Somewhat Agree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Fair,Somewhat Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree
2210,711,30-39,Bachelor,Male,,>100000,false,false,true,false,false,,ins,fairness first,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Very Unfair,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Fair,Agree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Fair,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Very Fair,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Unfair,Somewhat Agree,Neutral,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree
2211,1178,30-39,Graduate,Female,,25000-50000,false,false,true,false,false,,ins,properties first,Fair,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Very Fair,Strongly Agree,Neutral,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Fair,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Very Fair,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Fair,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Disagree,Very Fair,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Disagree,Very Fair,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Neutral,Agree,Strongly Agree,Somewhat Agree,Very Fair,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree
2212,2690,50-59,Graduate,Male,,75000-100000,false,false,false,true,false,,ins,fairness first,Somewhat Fair,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Very Fair,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Fair,Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Very Fair,Strongly Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Strongly Agree,Somewhat Fair,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Fair,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral
2213,895,30-39,High School,Male,,<25000,false,false,false,true,false,,ins,fairness first,Somewhat Unfair,Agree,Somewhat Agree,Disagree,Disagree,Agree,Neutral,Agree,Agree,Unfair,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Somewhat Unfair,Neutral,Disagree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Somewhat Fair,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Fair,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Somewhat Unfair,Disagree,Disagree,Agree,,Disagree,Agree,Agree,Agree,Somewhat Unfair,Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Neutral,Neutral,Strongly Agree,Neutral,,Agree,Agree,
2214,702,30-39,High School,Female,,25000-50000,false,false,false,true,false,,ins,properties first,Unfair,Strongly Agree,Somewhat Disagree,Strongly Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Very Unfair,Strongly Agree,Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Fair,Somewhat Agree,Agree,Neutral,Somewhat Agree,Strongly Disagree,Disagree,Disagree,Neutral,Fair,Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Disagree,Neutral,Very Fair,Somewhat Agree,Somewhat Agree,Neutral,Agree,Somewhat Disagree,Disagree,Disagree,Strongly Disagree,Very Unfair,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Neutral,Neutral,Very Unfair,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Neutral
2215,884,18-29,Bachelor,Male,,25000-50000,false,false,false,true,false,,ins,properties first,Very Fair,Strongly Agree,,Somewhat Agree,Somewhat Disagree,,Somewhat Agree,Disagree,Strongly Agree,Fair,Somewhat Disagree,Neutral,Strongly Disagree,Disagree,Somewhat Agree,Strongly Disagree,Disagree,Somewhat Agree,Somewhat Fair,Agree,Somewhat Agree,Disagree,Neutral,Somewhat Agree,Somewhat Agree,Disagree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Disagree,Fair,Neutral,Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Strongly Agree,Somewhat Fair,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Strongly Disagree,Somewhat Unfair,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,,Agree,Somewhat Agree,Disagree
2216,278,30-39,Graduate,Male,,>100000,false,false,false,true,false,,ins,properties first,Fair,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Fair,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Fair,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Fair,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Fair,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Fair,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Fair,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Fair,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
2217,1922,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,ins,properties first,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Strongly Agree,Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Disagree,Somewhat Unfair,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Somewhat Agree,Agree,Unfair,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Somewhat Agree,Unfair,Agree,Somewhat Agree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Fair,Somewhat Agree,Agree,Agree,Disagree,Strongly Disagree,Somewhat Agree,Disagree,Somewhat Agree,Unfair,Strongly Agree,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Very Unfair,Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Unfair,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Somewhat Agree
2218,1541,40-49,Bachelor,Female,,>100000,false,false,false,true,false,,ins,properties first,Somewhat Unfair,Strongly Agree,Agree,Neutral,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Unfair,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Agree,Agree,Somewhat Fair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Somewhat Agree,Neutral,Disagree,Agree,Neutral,Strongly Disagree,Disagree,Disagree,Somewhat Fair,Strongly Agree,Somewhat Agree,Agree,Strongly Disagree,Agree,,Strongly Agree,Neutral,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Strongly Disagree,Neutral,Strongly Disagree,Very Unfair,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree,Neutral,Strongly Disagree,Disagree,Disagree,Neutral,Somewhat Agree,Strongly Agree,Agree,Neutral,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree
2219,581,30-39,Bachelor,Male,,75000-100000,false,false,false,true,false,,ins,properties first,Somewhat Unfair,Strongly Agree,Agree,Neutral,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Unfair,Agree,Neutral,Disagree,Strongly Agree,Disagree,Somewhat Agree,Agree,Agree,Unfair,Neutral,Somewhat Agree,Somewhat Agree,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Fair,Agree,Agree,Disagree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Agree,Strongly Agree,Somewhat Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Agree
2220,567,60-69,Bachelor,Female,,25000-50000,false,false,false,true,false,,ins,properties first,Very Unfair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Unfair,Neutral,Disagree,Strongly Agree,,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Unfair,Agree,Neutral,Strongly Agree,Strongly Agree,Disagree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Agree,Somewhat Disagree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Fair,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,,Strongly Agree,Strongly Agree
2221,471,30-39,High School,Male,,25000-50000,false,false,false,true,false,,ins,fairness first,Somewhat Fair,Agree,Strongly Agree,Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Unfair,Strongly Disagree,Strongly Disagree,Agree,Somewhat Disagree,Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Unfair,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Unfair,Strongly Agree,Agree,Disagree,Neutral,Somewhat Disagree,Disagree,Disagree,Disagree,Neutral,Strongly Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Disagree,Disagree,Unfair,Strongly Disagree,Disagree,Strongly Agree,Disagree,Disagree,Somewhat Disagree,Agree,Agree,Neutral,Somewhat Disagree,Disagree,Agree,Somewhat Disagree,Disagree,Disagree,Agree,Somewhat Agree,Somewhat Fair,Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Disagree,Somewhat Disagree
