Study ID,Completion Time (s),Respondent Age,Respondent Education,Respondent Gender,Respondent Gender Other,Respondent Income,Aboriginal,Asian,Black,Caucasian,Hispanic,Ethnicity Other,Domain,Question Order Version,Age,Age Reliability,Age Privacy,Age Volitionality,Age Causes Outcome,Age Causes Cycle,Age Causes Disparity,Age Caused by Group,Gender,Gender Reliability,Gender Privacy,Gender Volitionality,Gender Causes Outcome,Gender Causes Cycle,Gender Causes Disparity,Gender Caused by Group,Marital and Family,Marital and Family Reliability,Marital and Family Privacy,Marital and Family Volitionality,Marital and Family Causes Outcome,Marital and Family Causes Cycle,Marital and Family Causes Disparity,Marital and Family Caused by Group,Employment,Employment Reliability,Employment Privacy,Employment Volitionality,Employment Causes Outcome,Employment Causes Cycle,Employment Causes Disparity,Employment Caused by Group,Credit,Credit Reliability,Credit Privacy,Credit Volitionality,Credit Causes Outcome,Credit Causes Cycle,Credit Causes Disparity,Credit Caused by Group,Education,Education Reliability,Education Privacy,Education Volitionality,Education Causes Outcome,Education Causes Cycle,Education Causes Disparity,Education Caused by Group,Residence,Residence Reliability,Residence Privacy,Residence Volitionality,Residence Causes Outcome,Residence Causes Cycle,Residence Causes Disparity,Residence Caused by Group,History of Health,History of Health Reliability,History of Health Privacy,History of Health Volitionality,History of Health Causes Outcome,History of Health Causes Cycle,History of Health Causes Disparity,History of Health Caused by Group
1579,3470,30-39,Bachelor,Female,,25000-50000,false,true,false,false,false,,ins,properties first,Fair,Strongly Agree,Disagree,Strongly Disagree,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Strongly Agree,Disagree,Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Unfair,Agree,Somewhat Agree,Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Unfair,Agree,Agree,Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Unfair,Agree,Somewhat Disagree,Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Unfair,Agree,Neutral,Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Fair,Disagree,Somewhat Disagree,Agree,Agree,Neutral,Neutral,Somewhat Disagree
1580,805,18-29,High School,Male,,25000-50000,false,false,false,true,false,,ins,properties first,Very Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Very Unfair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Somewhat Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Somewhat Fair,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Very Unfair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral
1581,3041,40-49,Bachelor,Male,,>100000,false,false,false,true,false,,ins,properties first,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Very Unfair,Somewhat Agree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree
1582,485,30-39,Bachelor,Female,,25000-50000,true,false,false,false,false,,ins,fairness first,Neutral,Somewhat Agree,Somewhat Agree,Agree,Agree,,Somewhat Agree,Somewhat Agree,Unfair,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Agree,Unfair,Somewhat Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Somewhat Unfair,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Very Unfair,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Unfair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree
1583,1371,30-39,High School,Male,,<25000,false,true,false,false,false,,ins,properties first,Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Somewhat Agree,Neutral,Strongly Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Fair,Strongly Agree,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Strongly Agree,Strongly Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Unfair,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Very Fair,Strongly Agree,Somewhat Agree,Neutral,Agree,Agree,Agree,Agree
1584,1822,18-29,Graduate,Female,,75000-100000,false,false,false,true,false,,ins,fairness first,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Very Fair,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Fair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
1585,1606,18-29,Bachelor,Male,,25000-50000,false,true,false,false,false,,ins,fairness first,Very Fair,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,,Strongly Agree,Strongly Agree,Fair,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Very Fair,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Very Fair,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Very Fair,Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Very Fair,Strongly Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Somewhat Fair,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Fair,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Somewhat Agree,Strongly Agree
1586,929,30-39,High School,Male,,<25000,false,false,false,true,false,,ins,properties first,Very Fair,Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Agree,Neutral,Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Disagree,Somewhat Agree,Disagree,Neutral,Agree,Neutral,Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Agree,Neutral,Strongly Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Fair,Agree,Neutral,Strongly Agree,Somewhat Agree,Somewhat Disagree,Disagree,Somewhat Agree,Fair,Agree,Neutral,Strongly Agree,Agree,Neutral,Somewhat Agree,Somewhat Agree,Very Fair,Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree
1587,2040,18-29,Bachelor,Male,,<25000,false,true,false,false,false,,ins,fairness first,Fair,Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Unfair,Agree,Strongly Agree,Somewhat Agree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Somewhat Disagree,Strongly Agree,Agree,Somewhat Disagree,,Disagree,Agree,Somewhat Fair,Disagree,Strongly Agree,Agree,Disagree,Somewhat Disagree,Agree,Agree,Somewhat Fair,Somewhat Disagree,Strongly Agree,Agree,,Somewhat Disagree,Agree,Somewhat Agree,Somewhat Unfair,Somewhat Disagree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Unfair,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Unfair,Strongly Disagree,Strongly Agree,Somewhat Disagree,Agree,Agree,Agree,Disagree
1588,2466,30-39,Bachelor,Male,,50000-75000,false,false,false,true,false,,ins,properties first,Neutral,Neutral,Somewhat Disagree,Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Disagree,Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Fair,Agree,Disagree,Neutral,Somewhat Agree,Agree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Fair,Strongly Agree,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Unfair,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Disagree,Neutral,Strongly Disagree
1589,946,30-39,Bachelor,Male,,50000-75000,false,false,false,false,false,WHITE,ins,fairness first,Fair,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Somewhat Fair,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Fair,Neutral,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Very Fair,Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Strongly Agree,Fair,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Fair,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Very Fair,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,,Somewhat Fair,Agree,Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree
1590,1303,18-29,Associate or Diploma,Male,,<25000,false,false,false,true,false,,ins,fairness first,Somewhat Fair,Agree,Disagree,Somewhat Disagree,Agree,Disagree,Somewhat Agree,Disagree,Very Unfair,Disagree,Somewhat Agree,Agree,Disagree,Agree,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Disagree,Disagree,Somewhat Fair,Agree,Disagree,Somewhat Disagree,Neutral,Agree,Somewhat Agree,Neutral,Fair,Agree,Disagree,Somewhat Disagree,Agree,Disagree,Disagree,Disagree,Neutral,Disagree,Agree,Disagree,Disagree,Agree,Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Disagree,Agree,Somewhat Agree,Somewhat Agree,Unfair,Disagree,Agree,Disagree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree
1591,2801,40-49,Bachelor,Female,,>100000,false,false,false,true,false,,ins,fairness first,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Very Unfair,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Very Unfair,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Very Unfair,Neutral,Agree,Agree,,Neutral,Strongly Disagree,,Very Unfair,Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Very Unfair,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree
1592,2442,30-39,Bachelor,Female,,75000-100000,false,false,false,true,false,,ins,properties first,Somewhat Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Somewhat Agree,Agree,Unfair,Agree,Disagree,Strongly Disagree,Disagree,Somewhat Disagree,Neutral,Strongly Agree,Neutral,Somewhat Disagree,Disagree,Agree,Neutral,Disagree,Somewhat Disagree,Disagree,Fair,Agree,Disagree,Agree,Agree,Somewhat Disagree,Disagree,Disagree,Fair,Strongly Agree,Disagree,Somewhat Agree,Agree,Somewhat Disagree,Disagree,Disagree,Neutral,Agree,Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Fair,Agree,Strongly Disagree,Agree,Somewhat Agree,Disagree,Disagree,Disagree,Somewhat Unfair,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Agree,Somewhat Agree
1593,339,18-29,Bachelor,Male,,75000-100000,false,false,false,true,false,,ins,properties first,Fair,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Somewhat Fair,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Strongly Agree,Strongly Agree,Unfair,Somewhat Agree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Unfair,Somewhat Agree,Somewhat Disagree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Unfair,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Unfair,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Unfair,Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Very Fair,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree
1594,1973,30-39,Graduate,Male,,25000-50000,false,false,false,true,false,,ins,properties first,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Neutral,Somewhat Disagree,Somewhat Agree,Fair,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Unfair,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Unfair,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Agree
1595,2566,60-69,,Female,,25000-50000,false,false,true,false,false,,ins,fairness first,Somewhat Fair,Agree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Disagree,Unfair,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Fair,Agree,Disagree,Somewhat Agree,,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Unfair,Agree,Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Disagree,Unfair,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Disagree,Unfair,Agree,Disagree,,Somewhat Agree,Somewhat Agree,,Somewhat Disagree,Unfair,Somewhat Agree,Disagree,,Somewhat Agree,Somewhat Agree,Agree,,Somewhat Fair,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Agree,Somewhat Agree,Agree,Somewhat Disagree
1596,1765,30-39,Associate or Diploma,Male,,75000-100000,false,false,false,true,false,,ins,properties first,Somewhat Unfair,Agree,Somewhat Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Very Unfair,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Agree,Strongly Agree,Strongly Agree,Unfair,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Disagree,Somewhat Agree,Neutral,Agree,Neutral,Somewhat Disagree,Somewhat Unfair,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Fair,Somewhat Agree,Disagree,Somewhat Agree,Strongly Agree,Disagree,Somewhat Disagree,Somewhat Disagree,Unfair,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Unfair,Somewhat Disagree,Somewhat Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
1597,2539,30-39,Bachelor,Female,,25000-50000,false,false,false,true,false,,ins,properties first,Somewhat Unfair,Agree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Neutral,Very Unfair,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Neutral,Somewhat Unfair,Agree,Neutral,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Somewhat Unfair,Strongly Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Fair,Agree,Disagree,Disagree,Strongly Agree,Somewhat Disagree,Disagree,Disagree,Unfair,Strongly Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Strongly Agree,Disagree,Agree,Disagree,Disagree,Disagree,Somewhat Agree,Unfair,Disagree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree
1598,1181,40-49,Associate or Diploma,Female,,>100000,false,false,false,true,false,,ins,fairness first,Fair,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Very Unfair,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,,Agree,Agree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Strongly Agree,Fair,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree
1599,1306,30-39,Associate or Diploma,Male,,25000-50000,false,true,false,false,false,,ins,fairness first,Very Fair,Strongly Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Fair,Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Very Unfair,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Fair,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Strongly Agree,Disagree,Somewhat Agree,Agree,Agree,Unfair,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
1600,1825,30-39,Bachelor,Male,,75000-100000,false,false,true,false,false,,ins,fairness first,Fair,Agree,Somewhat Disagree,Disagree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Disagree,Strongly Disagree,Strongly Agree,Somewhat Fair,Strongly Agree,Strongly Disagree,Agree,Somewhat Agree,Disagree,Strongly Disagree,Strongly Disagree,Very Fair,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Very Fair,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Neutral,Agree,Strongly Disagree,Fair,Somewhat Agree,Agree,Strongly Agree,,Strongly Disagree,Neutral,Strongly Disagree,Somewhat Unfair,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Neutral,Agree,Neutral,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Agree,Neutral
1601,457,30-39,Bachelor,Male,,25000-50000,false,false,false,true,false,,ins,properties first,Very Fair,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Somewhat Unfair,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Neutral,Strongly Disagree,Fair,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Very Unfair,Neutral,Somewhat Disagree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Fair,Strongly Agree,Somewhat Disagree,Somewhat Agree,Neutral,Agree,Agree,Agree,Very Unfair,Neutral,Somewhat Agree,Strongly Agree,Somewhat Disagree,Agree,Strongly Agree,Strongly Agree,Unfair,Neutral,Somewhat Disagree,Somewhat Disagree,Disagree,Neutral,Agree,Agree,Fair,Neutral,Strongly Agree,Strongly Disagree,Agree,Agree,Somewhat Agree,Neutral
